Altium Designer Pick and Place Locations
C:\Users\dparker\OneDrive - Imperial College London\Desktop\DUNE-Variant-AMC-FMC-Carrier-AFC\manufacturing\Pick Place\PnP_AFC_v4.0.2_DUNE.csv

========================================================================================================================
File Design Information:

Date:       05/08/26
Time:       15:26
Revision:   ca124e2ca1e83640e976a10fcd212f5c413419b6
Variant:    DUNE
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"C2B","1uF","TopLayer","CAPC1608X87N","-103.3250","23.2500","270","Non-polarised capacitor"
"C3B","1uF","TopLayer","CAPC1608X87N","-105.3000","23.2750","270","Non-polarised capacitor"
"C4B","100nF","TopLayer","CAPC0603X33N","-107.6500","27.4000","180","Non-polarised capacitor"
"C5B","22uF","TopLayer","CAPC3216X180N","-100.8500","28.2750","90","Non-polarised capacitor"
"C6B","100nF","TopLayer","CAPC0603X33N","-107.7468","23.3680","270","Non-polarised capacitor"
"C7B","22uF","TopLayer","CAPC3216X180N","-114.6750","27.2246","90","Non-polarised capacitor"
"C8B","1uF","TopLayer","CAPC1608X87N","-112.1343","24.1593","315","Non-polarised capacitor"
"C9B","1uF","TopLayer","CAPC1608X87N","-109.7500","25.5250","270","Non-polarised capacitor"
"C10B","100nF","TopLayer","CAPC0603X33N","-111.5000","25.4500","90","Non-polarised capacitor"
"C11B","100nF","TopLayer","CAPC0603X33N","-106.5784","23.3680","90","Non-polarised capacitor"
"C12B","10uF","TopLayer","CAPC2012X135N","-126.9496","14.7250","180","Non-polarised capacitor"
"C13B","1uF","TopLayer","CAPC1608X87N","-123.0750","14.8750","270","Non-polarised capacitor"
"C14B","1uF","TopLayer","CAPC1608X87N","-121.1250","14.8750","270","Non-polarised capacitor"
"C15B","100nF","TopLayer","CAPC0603X33N","-107.6706","21.0058","0","Non-polarised capacitor"
"C16B","1uF","TopLayer","CAPC1608X87N","-121.6500","8.7250","270","Non-polarised capacitor"
"C17B","1uF","TopLayer","CAPC1608X87N","-123.4000","8.7250","270","Non-polarised capacitor"
"J15B","VITA 57","BottomLayer","SAMTEC_ASP-134486-01","-110.8375","2.4301","270","Connector VITA 57, 400 Female contacts in 10 row abcdefghj"
"R142","100","TopLayer","RESC1005X40N","-80.9500","60.0500","0","Resistor - 1%"
"C737","100nF","TopLayer","CAPC0603X33N","-59.9436","63.0828","0","Non-polarised capacitor"
"C736","100nF","TopLayer","CAPC0603X33N","-56.9436","63.0828","180","Non-polarised capacitor"
"C735","100nF","TopLayer","CAPC0603X33N","-57.9500","69.0750","0","Non-polarised capacitor"
"C734","100nF","TopLayer","CAPC0603X33N","-59.9436","67.0828","0","Non-polarised capacitor"
"C733","22nF","TopLayer","CAPC0603X33N","-78.9500","61.1500","180","Non-polarised capacitor"
"C732","22nF","TopLayer","CAPC0603X33N","-78.9436","68.0828","180","Non-polarised capacitor"
"C731","22nF","TopLayer","CAPC0603X33N","-59.9436","62.0828","0","Non-polarised capacitor"
"C730","22nF","TopLayer","CAPC0603X33N","-56.9436","64.0828","180","Non-polarised capacitor"
"C729","100nF","TopLayer","CAPC0603X33N","-52.9436","64.0828","180","Non-polarised capacitor"
"C728","100nF","TopLayer","CAPC0603X33N","-83.4500","61.0500","0","Non-polarised capacitor"
"C727","100nF","TopLayer","CAPC0603X33N","-83.9500","63.1250","180","Non-polarised capacitor"
"C726","100nF","TopLayer","CAPC0603X33N","-52.8066","69.0880","180","Non-polarised capacitor"
"C725","22nF","TopLayer","CAPC0603X33N","-52.9436","61.0828","180","Non-polarised capacitor"
"C724","22nF","TopLayer","CAPC0603X33N","-85.8750","60.1750","0","Non-polarised capacitor"
"C723","22nF","TopLayer","CAPC0603X33N","-85.9250","65.9750","0","Non-polarised capacitor"
"C722","22nF","TopLayer","CAPC0603X33N","-56.9412","61.0616","180","Non-polarised capacitor"
"C721","470nF","TopLayer","CAPC0603X33N","-63.4250","81.1000","180","Non-polarised capacitor"
"C720","470nF","TopLayer","CAPC0603X33N","-79.9500","74.5750","90","Non-polarised capacitor"
"C719","470nF","TopLayer","CAPC0603X33N","-72.9000","75.0500","90","Non-polarised capacitor"
"C718","470nF","TopLayer","CAPC0603X33N","-73.9500","51.5750","270","Non-polarised capacitor"
"C717","470nF","TopLayer","CAPC0603X33N","-72.4500","56.0750","0","Non-polarised capacitor"
"C716","470nF","TopLayer","CAPC0603X33N","-71.4500","49.0750","0","Non-polarised capacitor"
"C715","100uF","TopLayer","CAPC3225X270N","-83.9500","55.1500","180","Non-polarised capacitor"
"C714","100uF","TopLayer","CAPC3225X270N","-83.9500","50.3000","180","Non-polarised capacitor"
"C713","100uF","BottomLayer","CAPC3225X270N","-44.3750","45.1750","270","Non-polarised capacitor"
"C712","100uF","TopLayer","CAPC3225X270N","-49.2250","46.4250","270","Non-polarised capacitor"
"C711","470nF","TopLayer","CAPC0603X33N","-71.9500","78.5750","90","Non-polarised capacitor"
"C710","470nF","TopLayer","CAPC0603X33N","-79.4500","50.0750","180","Non-polarised capacitor"
"C709","470nF","TopLayer","CAPC0603X33N","-78.4500","53.0750","180","Non-polarised capacitor"
"C708","470nF","TopLayer","CAPC0603X33N","-72.4500","82.0750","0","Non-polarised capacitor"
"C707","470nF","TopLayer","CAPC0603X33N","-76.4500","49.0750","180","Non-polarised capacitor"
"C706","4.7uF","TopLayer","CAPC1608X87N","-79.0500","85.3750","270","Non-polarised capacitor"
"C705","4.7uF","TopLayer","CAPC1608X87N","-81.4500","74.5250","270","Non-polarised capacitor"
"C704","4.7uF","TopLayer","CAPC1608X87N","-74.0500","85.4000","270","Non-polarised capacitor"
"C703","470nF","TopLayer","CAPC0603X33N","-68.4500","74.0750","0","Non-polarised capacitor"
"C702","470nF","TopLayer","CAPC0603X33N","-75.4500","52.0750","180","Non-polarised capacitor"
"C701","470nF","TopLayer","CAPC0603X33N","-77.4500","56.0750","180","Non-polarised capacitor"
"C700","470nF","TopLayer","CAPC0603X33N","-66.4750","78.5000","270","Non-polarised capacitor"
"C699","470nF","TopLayer","CAPC0603X33N","-70.9436","76.0828","270","Non-polarised capacitor"
"C698","4.7uF","TopLayer","CAPC1608X87N","-76.0500","45.8250","90","Non-polarised capacitor"
"C697","4.7uF","TopLayer","CAPC1608X87N","-82.8500","84.2000","0","Non-polarised capacitor"
"C696","4.7uF","TopLayer","CAPC1608X87N","-71.8750","85.5750","270","Non-polarised capacitor"
"C695","470nF","TopLayer","CAPC0603X33N","-69.4500","81.0750","0","Non-polarised capacitor"
"C694","470nF","TopLayer","CAPC0603X33N","-75.9500","73.6750","90","Non-polarised capacitor"
"C693","470nF","TopLayer","CAPC0603X33N","-77.9500","75.5750","270","Non-polarised capacitor"
"C692","470nF","TopLayer","CAPC0603X33N","-63.9500","74.6000","270","Non-polarised capacitor"
"C691","470nF","TopLayer","CAPC0603X33N","-76.4500","59.0750","180","Non-polarised capacitor"
"C690","4.7uF","TopLayer","CAPC1608X87N","-68.3500","84.5500","270","Non-polarised capacitor"
"C689","4.7uF","TopLayer","CAPC1608X87N","-79.2500","45.8750","90","Non-polarised capacitor"
"C688","4.7uF","TopLayer","CAPC1608X87N","-77.5250","45.8250","90","Non-polarised capacitor"
"C687","470nF","TopLayer","CAPC0603X33N","-75.9500","76.5750","90","Non-polarised capacitor"
"C686","470nF","TopLayer","CAPC0603X33N","-74.4500","81.0750","180","Non-polarised capacitor"
"C685","470nF","TopLayer","CAPC0603X33N","-78.9436","71.0828","90","Non-polarised capacitor"
"C684","470nF","TopLayer","CAPC0603X33N","-77.9500","80.5750","90","Non-polarised capacitor"
"C683","470nF","TopLayer","CAPC0603X33N","-78.4500","79.0750","180","Non-polarised capacitor"
"C682","4.7uF","TopLayer","CAPC1608X87N","-76.5250","85.4000","270","Non-polarised capacitor"
"C681","4.7uF","TopLayer","CAPC1608X87N","-65.2250","83.8000","0","Non-polarised capacitor"
"C680","4.7uF","TopLayer","CAPC1608X87N","-66.4500","81.5750","270","Non-polarised capacitor"
"C679","100uF","TopLayer","CAPC3225X270N","-84.9436","74.0828","180","Non-polarised capacitor"
"C678","100uF","TopLayer","CAPC3225X270N","-66.7250","87.6000","180","Non-polarised capacitor"
"C677","100uF","BottomLayer","CAPC3225X270N","-81.7750","90.1250","180","Non-polarised capacitor"
"C676","100uF","TopLayer","CAPC3225X270N","-84.9500","81.0250","180","Non-polarised capacitor"
"C675","470nF","TopLayer","CAPC0603X33N","-58.4500","50.0750","180","Non-polarised capacitor"
"C674","470nF","TopLayer","CAPC0603X33N","-62.9500","51.5750","270","Non-polarised capacitor"
"C673","470nF","TopLayer","CAPC0603X33N","-55.5936","49.0828","180","Non-polarised capacitor"
"C672","470nF","TopLayer","CAPC0603X33N","-53.9436","58.0828","270","Non-polarised capacitor"
"C671","470nF","TopLayer","CAPC0603X33N","-53.4500","50.0750","0","Non-polarised capacitor"
"C670","4.7uF","TopLayer","CAPC1608X87N","-56.4250","46.7000","90","Non-polarised capacitor"
"C669","4.7uF","TopLayer","CAPC1608X87N","-69.7000","46.7250","90","Non-polarised capacitor"
"C668","4.7uF","TopLayer","CAPC1608X87N","-43.1750","45.5250","90","Non-polarised capacitor"
"C667","470nF","TopLayer","CAPC0603X33N","-55.9500","52.5750","270","Non-polarised capacitor"
"C666","470nF","TopLayer","CAPC0603X33N","-66.9500","49.5750","270","Non-polarised capacitor"
"C665","470nF","TopLayer","CAPC0603X33N","-65.9500","52.5750","270","Non-polarised capacitor"
"C664","470nF","TopLayer","CAPC0603X33N","-64.4500","57.0750","0","Non-polarised capacitor"
"C663","470nF","TopLayer","CAPC0603X33N","-65.9436","59.0828","270","Non-polarised capacitor"
"C662","4.7uF","BottomLayer","CAPC1608X87N","-51.9750","40.0000","180","Non-polarised capacitor"
"C661","4.7uF","TopLayer","CAPC1608X87N","-84.4436","52.5828","0","Non-polarised capacitor"
"C660","4.7uF","BottomLayer","CAPC1608X87N","-51.9750","42.0000","180","Non-polarised capacitor"
"C659","470nF","TopLayer","CAPC0603X33N","-74.4500","55.0750","180","Non-polarised capacitor"
"C658","470nF","TopLayer","CAPC0603X33N","-71.4500","54.0750","180","Non-polarised capacitor"
"C657","470nF","TopLayer","CAPC0603X33N","-67.9500","51.5750","90","Non-polarised capacitor"
"C656","470nF","TopLayer","CAPC0603X33N","-73.4500","58.0750","180","Non-polarised capacitor"
"C655","470nF","TopLayer","CAPC0603X33N","-57.9500","56.5750","270","Non-polarised capacitor"
"C654","4.7uF","BottomLayer","CAPC1608X87N","-51.9750","38.2500","180","Non-polarised capacitor"
"C653","4.7uF","TopLayer","CAPC1608X87N","-72.4500","46.5250","90","Non-polarised capacitor"
"C652","4.7uF","TopLayer","CAPC1608X87N","-50.2000","50.4500","180","Non-polarised capacitor"
"C651","470nF","TopLayer","CAPC0603X33N","-60.4500","54.0750","180","Non-polarised capacitor"
"C650","470nF","TopLayer","CAPC0603X33N","-67.9500","56.5750","270","Non-polarised capacitor"
"C649","470nF","TopLayer","CAPC0603X33N","-61.9500","57.5750","270","Non-polarised capacitor"
"C648","470nF","TopLayer","CAPC0603X33N","-54.9500","55.5750","270","Non-polarised capacitor"
"C647","470nF","TopLayer","CAPC0603X33N","-58.9500","53.5750","270","Non-polarised capacitor"
"C646","4.7uF","TopLayer","CAPC1608X87N","-66.3000","46.4750","90","Non-polarised capacitor"
"C645","4.7uF","TopLayer","CAPC1608X87N","-58.8250","46.6750","90","Non-polarised capacitor"
"C644","4.7uF","TopLayer","CAPC1608X87N","-69.4500","50.5250","270","Non-polarised capacitor"
"C638","100uF","TopLayer","CAPC3225X270N","-48.9750","87.7000","0","Non-polarised capacitor"
"C637","4.7uF","TopLayer","CAPC1608X87N","-48.8500","94.0250","180","Non-polarised capacitor"
"C636","4.7uF","TopLayer","CAPC1608X87N","-50.1000","81.0250","180","Non-polarised capacitor"
"C478","4.7uF","TopLayer","CAPC1608X87N","-59.5750","84.9250","270","Non-polarised capacitor"
"C447","100uF","TopLayer","CAPC3225X270N","-48.9750","91.4000","0","Non-polarised capacitor"
"C446","4.7uF","TopLayer","CAPC1608X87N","-50.0634","74.5998","180","Non-polarised capacitor"
"C107","4.7uF","TopLayer","CAPC1608X87N","-61.3250","84.9250","270","Non-polarised capacitor"
"C106","4.7uF","TopLayer","CAPC1608X87N","-49.8856","77.0128","180","Non-polarised capacitor"
"C643","470nF","TopLayer","CAPC0603X33N","-54.4500","77.0750","180","Non-polarised capacitor"
"C642","470nF","TopLayer","CAPC0603X33N","-60.9500","71.5750","90","Non-polarised capacitor"
"C641","470nF","TopLayer","CAPC0603X33N","-54.4500","73.0750","0","Non-polarised capacitor"
"C640","470nF","TopLayer","CAPC0603X33N","-59.4500","78.0750","0","Non-polarised capacitor"
"C639","470nF","TopLayer","CAPC0603X33N","-58.4962","81.0768","0","Non-polarised capacitor"
"C465","470nF","TopLayer","CAPC0603X33N","-53.9500","79.6000","90","Non-polarised capacitor"
"C451","470nF","TopLayer","CAPC0603X33N","-55.7250","75.1000","180","Non-polarised capacitor"
"C450","470nF","TopLayer","CAPC0603X33N","-60.4500","75.1000","0","Non-polarised capacitor"
"C449","470nF","TopLayer","CAPC0603X33N","-62.4500","79.0750","0","Non-polarised capacitor"
"C448","470nF","TopLayer","CAPC0603X33N","-61.9436","77.0828","270","Non-polarised capacitor"
"HS1","Heat Sink No Pad","BottomLayer","HSINK_ATS_ATS-50350B-C1-R0","-580.6000","-436.7500","180","Heat Sink Without Pad"
"R454","2k2","TopLayer","RESC1005X40N","-169.0250","-22.3500","0","Resistor - 1%"
"R290","0","TopLayer","RESC1005X40N","-83.2500","-2.0000","90","Resistor - 1%"
"R289","0","TopLayer","RESC1005X40N","-71.2500","-1.7500","90","Resistor - 1%"
"R288","0R","TopLayer","RESC1005X40N","-102.7500","34.7500","90","Resistor - 1%"
"R286","10","TopLayer","RESC1005X40N","-89.4950","102.6000","180","Resistor - 1%"
"R283","2k2","TopLayer","RESC1005X40N","-169.9750","84.0250","270","Resistor - 1%"
"D4","BAT165","TopLayer","SOD2512X110N","-169.9500","86.8750","90","Schottky Diode"
"C633","100nF","TopLayer","CAPC0603X33N","-38.7336","62.7500","180","Non-polarised capacitor"
"C632","100nF","TopLayer","CAPC0603X33N","-43.8208","61.6054","180","Non-polarised capacitor"
"C631","100nF","TopLayer","CAPC0603X33N","-38.7336","63.4000","180","Non-polarised capacitor"
"C630","100nF","TopLayer","CAPC0603X33N","-43.8208","62.2554","180","Non-polarised capacitor"
"C629","100nF","TopLayer","CAPC0603X33N","-41.0750","58.2500","0","Non-polarised capacitor"
"C628","100nF","TopLayer","CAPC0603X33N","-44.2750","56.9750","180","Non-polarised capacitor"
"C627","100nF","TopLayer","CAPC0603X33N","-41.0750","57.6750","0","Non-polarised capacitor"
"C626","100nF","TopLayer","CAPC0603X33N","-44.2750","56.3250","180","Non-polarised capacitor"
"C625","100nF","TopLayer","CAPC0603X33N","-9.3980","21.6916","0","Non-polarised capacitor"
"R282","10k","TopLayer","RESC1005X40N","-165.2366","70.6500","270","Resistor - 1%"
"R281","10k","TopLayer","RESC1005X40N","-165.2366","66.8305","270","Resistor - 1%"
"R280","10k","TopLayer","RESC1005X40N","-165.2366","63.0110","270","Resistor - 1%"
"R279","330","TopLayer","RESC1005X40N","-172.1000","73.3844","180","Resistor - 1%"
"R278","330","TopLayer","RESC1005X40N","-172.1000","71.2000","180","Resistor - 1%"
"R277","330","TopLayer","RESC1005X40N","-172.1000","69.0156","180","Resistor - 1%"
"Q11","BSS138LT1G","TopLayer","SOT95P240X110-3N","-167.6750","71.3000","180","N-CHANNEL MOSFET WITH DIODE"
"Q10","BSS138LT1G","TopLayer","SOT95P240X110-3N","-167.6750","67.4222","180","N-CHANNEL MOSFET WITH DIODE"
"Q7","BSS138LT1G","TopLayer","SOT95P240X110-3N","-167.6750","63.5444","180","N-CHANNEL MOSFET WITH DIODE"
"LED3","Red/Green/Blue","TopLayer","LED_OPTEK_OVSRRGBCC3_A","-176.6129","71.6992","270","Right Angle Tricolor (RGB) Surface Mount LED, Body 3.2x1mm"
"R272","4k7","TopLayer","RESC1005X40N","-159.7914","-23.0886","0","Resistor - 1%"
"R270","10k","TopLayer","RESC1005X40N","-84.4550","40.2336","270","Resistor - 1%"
"R269","100k","TopLayer","RESC1005X40N","-163.5723","83.5027","180","Resistor - 1%"
"R268","10k","TopLayer","RESC1005X40N","-169.9768","81.8134","90","Resistor - 1%"
"R267","0R002","TopLayer","RES_VISHAY_WSK2512_0R005-0R2","-122.3518","20.8666","270","Power and Current Sensing Resistor"
"R266","0R002","TopLayer","RES_VISHAY_WSK2512_0R005-0R2","-119.9134","93.3196","90","Power and Current Sensing Resistor"
"FB2","220R@100MHz","TopLayer","INDC2012X105N","-49.3522","-5.7912","90","Inductor"
"IC58","STM811SW16F","TopLayer","SOT143N","-166.5487","84.2263","180","Microprocessor Reset Circuit"
"D3","BAT165","TopLayer","SOD2512X110N","-162.5500","81.5000","0","Schottky Diode"
"C615","470nF","TopLayer","CAPC0603X33N","-77.7750","71.0000","0","Non-polarised capacitor"
"C614","470nF","TopLayer","CAPC0603X33N","-71.8500","65.0750","90","Non-polarised capacitor"
"C612","100uF","BottomLayer","CAPC3225X270N","-96.7250","70.7500","180","Non-polarised capacitor"
"C611","4.7uF","BottomLayer","CAPC1608X87N","-37.2750","75.0500","270","Non-polarised capacitor"
"C610","4.7uF","BottomLayer","CAPC1608X87N","-94.2250","73.6250","0","Non-polarised capacitor"
"C609","4.7uF","BottomLayer","CAPC1608X87N","-93.8250","75.2500","0","Non-polarised capacitor"
"C608","4.7uF","BottomLayer","CAPC1608X87N","-93.6318","77.4500","0","Non-polarised capacitor"
"C607","4.7uF","BottomLayer","CAPC1608X87N","-94.0000","48.3750","0","Non-polarised capacitor"
"C606","4.7uF","BottomLayer","CAPC1608X87N","-40.7750","71.1000","90","Non-polarised capacitor"
"C605","4.7uF","TopLayer","CAPC1608X87N","-52.7000","66.6500","180","Non-polarised capacitor"
"C604","100nF","TopLayer","CAPC0603X33N","-80.9500","70.0750","180","Non-polarised capacitor"
"C603","470nF","TopLayer","CAPC0603X33N","-78.9436","67.0828","180","Non-polarised capacitor"
"C602","100uF","BottomLayer","CAPC3225X270N","-44.2250","75.8500","90","Non-polarised capacitor"
"C601","22nF","TopLayer","CAPC0603X33N","-81.0250","68.0500","0","Non-polarised capacitor"
"C600","22nF","TopLayer","CAPC0603X33N","-55.2936","68.0828","0","Non-polarised capacitor"
"C599","22nF","TopLayer","CAPC0603X33N","-84.9500","67.1750","0","Non-polarised capacitor"
"C598","4.7uF","TopLayer","CAPC1608X87N","-69.4500","68.2750","90","Non-polarised capacitor"
"C597","4.7uF","BottomLayer","CAPC1608X87N","-57.6250","37.6250","0","Non-polarised capacitor"
"C596","4.7uF","TopLayer","CAPC1608X87N","-69.4500","57.2000","90","Non-polarised capacitor"
"C594","4.7uF","TopLayer","CAPC1608X87N","-69.4500","60.5000","270","Non-polarised capacitor"
"C593","100uF","BottomLayer","CAPC3225X270N","-64.5000","39.4000","270","Non-polarised capacitor"
"C592","100uF","BottomLayer","CAPC3225X270N","-61.1000","39.3750","270","Non-polarised capacitor"
"C591","4.7uF","TopLayer","CAPC1608X87N","-65.0000","62.5750","180","Non-polarised capacitor"
"C589","4.7uF","TopLayer","CAPC1608X87N","-74.9300","62.5856","0","Non-polarised capacitor"
"C588","4.7uF","BottomLayer","CAPC1608X87N","-67.6500","40.5738","90","Non-polarised capacitor"
"C587","100uF","BottomLayer","CAPC3225X270N","-73.3500","37.9988","270","Non-polarised capacitor"
"C586","4.7uF","BottomLayer","CAPC1608X87N","-93.8000","50.5250","0","Non-polarised capacitor"
"C585","4.7uF","BottomLayer","CAPC1608X87N","-96.7500","65.4250","0","Non-polarised capacitor"
"C583","4.7uF","BottomLayer","CAPC1608X87N","-76.7500","36.9750","180","Non-polarised capacitor"
"C582","4.7uF","BottomLayer","CAPC1608X87N","-39.0250","71.1000","90","Non-polarised capacitor"
"C581","4.7uF","BottomLayer","CAPC1608X87N","-97.3000","67.3000","0","Non-polarised capacitor"
"C580","4.7uF","BottomLayer","CAPC1608X87N","-42.4500","71.1000","90","Non-polarised capacitor"
"C579","4.7uF","TopLayer","CAPC1608X87N","-69.4500","64.9750","90","Non-polarised capacitor"
"C578","4.7uF","BottomLayer","CAPC1608X87N","-35.5250","75.0500","270","Non-polarised capacitor"
"C577","4.7uF","BottomLayer","CAPC1608X87N","-35.5250","71.1250","90","Non-polarised capacitor"
"C576","4.7uF","BottomLayer","CAPC1608X87N","-37.2750","71.1250","90","Non-polarised capacitor"
"C566","220nF","TopLayer","CAPC0603X33N","-74.8500","69.0750","270","Non-polarised capacitor"
"C565","220nF","TopLayer","CAPC0603X33N","-62.9500","68.0000","0","Non-polarised capacitor"
"C564","220nF","TopLayer","CAPC0603X33N","-70.9500","67.5750","270","Non-polarised capacitor"
"C563","220nF","TopLayer","CAPC0603X33N","-70.8750","64.0750","90","Non-polarised capacitor"
"C562","220nF","TopLayer","CAPC0603X33N","-63.8500","64.0750","270","Non-polarised capacitor"
"C561","220nF","TopLayer","CAPC0603X33N","-72.8500","69.0750","270","Non-polarised capacitor"
"C560","220nF","TopLayer","CAPC0603X33N","-66.9500","65.0000","180","Non-polarised capacitor"
"C559","220nF","TopLayer","CAPC0603X33N","-72.8500","64.9750","270","Non-polarised capacitor"
"C558","220nF","TopLayer","CAPC0603X33N","-65.8500","65.0750","270","Non-polarised capacitor"
"C557","220nF","TopLayer","CAPC0603X33N","-77.4500","63.0750","0","Non-polarised capacitor"
"C556","220nF","TopLayer","CAPC0603X33N","-68.0250","69.0750","90","Non-polarised capacitor"
"C555","220nF","TopLayer","CAPC0603X33N","-66.0250","67.0750","90","Non-polarised capacitor"
"C554","220nF","TopLayer","CAPC0603X33N","-64.8500","69.0750","90","Non-polarised capacitor"
"C553","220nF","TopLayer","CAPC0603X33N","-64.9500","68.0000","0","Non-polarised capacitor"
"C552","220nF","TopLayer","CAPC0603X33N","-66.8750","69.8750","270","Non-polarised capacitor"
"C551","220nF","TopLayer","CAPC0603X33N","-76.0250","64.0750","270","Non-polarised capacitor"
"C550","220nF","TopLayer","CAPC0603X33N","-75.9500","67.0000","180","Non-polarised capacitor"
"C549","220nF","TopLayer","CAPC0603X33N","-74.9500","68.0000","180","Non-polarised capacitor"
"R179","100k","BottomLayer","RESC1005X40N","-106.4006","108.2802","270","Resistor - 1%"
"R83","2k2","BottomLayer","RESC1005X40N","-108.3450","107.3250","180","Resistor - 1%"
"R178","2k2","BottomLayer","RESC1005X40N","-108.3450","106.3250","180","Resistor - 1%"
"R180","10k","TopLayer","RESC1005X40N","-69.3000","62.6000","0","Resistor - 1%"
"R57","10k","BottomLayer","RESC1005X40N","-88.7450","109.3000","180","Resistor - 1%"
"R58","10k","BottomLayer","RESC1005X40N","-88.7450","108.3000","180","Resistor - 1%"
"R59","10k","BottomLayer","RESC1005X40N","-88.7450","107.3000","180","Resistor - 1%"
"R239","100","TopLayer","RESC1005X40N","-57.4802","60.0710","180","Resistor - 1%"
"C100","100nF","TopLayer","CAPC0603X33N","-109.4450","107.7000","90","Non-polarised capacitor"
"C102","100nF","BottomLayer","CAPC0603X33N","-107.7722","108.1532","180","Non-polarised capacitor"
"C99","100nF","BottomLayer","CAPC0603X33N","-107.7722","108.8898","180","Non-polarised capacitor"
"C97","10uF","BottomLayer","CAPC2012X135N","-55.6768","2.5654","180","Non-polarised capacitor"
"C205","100nF","TopLayer","CAPC0603X33N","-44.2750","58.9250","180","Non-polarised capacitor"
"IC44","TPS51200DRCT","TopLayer","SON50P300X300X100-11N-R175X250","-93.1700","103.4000","90","Sink/Source DDR Termination Regulator"
"IC41","SN74AVC8T245RHL","TopLayer","TEXAS_RHL_(S-PVQFN-N24)","-167.6250","-14.8500","180","8-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"C427","100nF","TopLayer","CAPC0603X33N","-158.1500","-10.8250","0","Non-polarised capacitor"
"C409","100nF","TopLayer","CAPC0603X33N","-135.0596","14.4182","90","Non-polarised capacitor"
"C408","100nF","TopLayer","CAPC0603X33N","-166.4970","-19.8628","0","Non-polarised capacitor"
"C402","100nF","TopLayer","CAPC0603X33N","-134.4096","14.4182","90","Non-polarised capacitor"
"C421","100nF","TopLayer","CAPC0603X33N","-162.8394","-19.8120","0","Non-polarised capacitor"
"C390","1uF","TopLayer","CAPC1608X87N","-37.1750","107.8250","180","Non-polarised capacitor"
"C401","100nF","TopLayer","CAPC0603X33N","-169.3000","-18.6500","180","Non-polarised capacitor"
"C403","100nF","TopLayer","CAPC0603X33N","-165.9890","-18.7706","0","Non-polarised capacitor"
"R455","2k2","TopLayer","RESC1005X40N","-168.9750","-21.1500","0","Resistor - 1%"
"R206","49R9","BottomLayer","RESC1005X40N","-84.6250","95.3870","0","Resistor - 1%"
"R205","49R9","BottomLayer","RESC1005X40N","-84.6250","94.5620","0","Resistor - 1%"
"R204","49R9","BottomLayer","RESC1005X40N","-84.6250","98.9370","0","Resistor - 1%"
"R202","49R9","TopLayer","RESC1005X40N","-84.6250","97.1370","0","Resistor - 1%"
"R201","49R9","BottomLayer","RESC1005X40N","-84.6250","97.7370","0","Resistor - 1%"
"R200","49R9","TopLayer","RESC1005X40N","-84.6250","95.9370","0","Resistor - 1%"
"R199","49R9","TopLayer","RESC1005X40N","-78.6432","97.0438","45","Resistor - 1%"
"R198","49R9","TopLayer","RESC1005X40N","-84.6250","99.5370","0","Resistor - 1%"
"R197","49R9","TopLayer","RESC1005X40N","-78.4682","103.5688","45","Resistor - 1%"
"R196","49R9","TopLayer","RESC1005X40N","-84.6250","100.7370","0","Resistor - 1%"
"R195","49R9","TopLayer","RESC1005X40N","-84.6250","98.3370","0","Resistor - 1%"
"R194","49R9","TopLayer","RESC1005X40N","-84.6250","105.5370","0","Resistor - 1%"
"R193","49R9","TopLayer","RESC1005X40N","-84.6250","106.7370","0","Resistor - 1%"
"R192","49R9","BottomLayer","RESC1005X40N","-84.6250","100.1370","0","Resistor - 1%"
"R191","49R9","BottomLayer","RESC1005X40N","-84.6250","103.7370","0","Resistor - 1%"
"R189","49R9","BottomLayer","RESC1005X40N","-84.6250","104.9370","0","Resistor - 1%"
"R188","49R9","TopLayer","RESC1005X40N","-79.1000","106.4370","0","Resistor - 1%"
"R187","49R9","BottomLayer","RESC1005X40N","-84.6250","106.1370","0","Resistor - 1%"
"R186","49R9","TopLayer","RESC1005X40N","-79.1000","105.5870","0","Resistor - 1%"
"R185","49R9","TopLayer","RESC1005X40N","-84.6250","104.3370","0","Resistor - 1%"
"R184","49R9","TopLayer","RESC1005X40N","-78.6000","104.7370","0","Resistor - 1%"
"R183","49R9","BottomLayer","RESC1005X40N","-84.6250","102.5370","0","Resistor - 1%"
"R182","49R9","TopLayer","RESC1005X40N","-84.6250","103.1370","0","Resistor - 1%"
"R177","49R9","TopLayer","RESC1005X40N","-84.6250","101.9370","0","Resistor - 1%"
"R163","49R9","BottomLayer","RESC1005X40N","-84.6250","101.3370","0","Resistor - 1%"
"R175","330","TopLayer","RESC1005X40N","-161.8750","95.3750","180","Resistor - 1%"
"R169","2k2","TopLayer","RESC1005X40N","-157.5750","102.0500","0","Resistor - 1%"
"R47","2k2","TopLayer","RESC1005X40N","-157.6000","103.1750","0","Resistor - 1%"
"LED17","Red","BottomLayer","LED_KINGBRIGHT_KPH-1608SURCK","-165.6334","108.3310","90","LED Red 1C 2A"
"IC40","SN74AVC8T245RHL","BottomLayer","TEXAS_RHL_(S-PVQFN-N24)","-21.6702","-9.4256","270","8-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
